date,SPY,IEF,TLT,GLD,DBC
2006-03-29,89.6426010131836,47.98731231689453,45.78712463378906,57.06999969482422,18.88384246826172
2006-03-30,89.48404693603516,47.84646224975586,45.46797561645508,58.599998474121094,19.113750457763672
2006-03-31,89.50470733642578,47.88168716430664,45.45227813720703,58.099998474121094,18.97897720336914
2006-04-03,89.43573760986328,47.828697204589844,45.46699142456055,58.470001220703125,19.066184997558594
2006-04-04,90.00798797607422,47.83454895019531,45.41970443725586,58.33000183105469,18.96312141418457
2006-04-05,90.31819915771484,47.94644546508789,45.48271942138672,58.65999984741211,19.082035064697266
2006-04-06,90.22169494628906,47.81098556518555,45.13606643676758,59.279998779296875,19.422931671142578
2006-04-07,89.30476379394531,47.59316635131836,44.69492721557617,58.59000015258789,19.335723876953125
2006-04-10,89.44265747070312,47.652015686035156,44.77894592285156,59.599998474121094,19.692474365234375
2006-04-11,88.68433380126953,47.7403678894043,44.9365119934082,59.0099983215332,19.771751403808594
2006-04-12,88.84978485107422,47.62850570678711,44.663429260253906,59.43000030517578,19.73210906982422
2006-04-13,88.73258209228516,47.37529754638672,44.34830093383789,59.5,19.85895347595215
2006-04-17,88.6981201171875,47.55781936645508,44.511104583740234,61.09000015258789,20.0730037689209
2006-04-18,90.10446166992188,47.71091842651367,44.58988571166992,61.849998474121094,20.334617614746094
2006-04-19,90.2768325805664,47.57548141479492,44.31676483154297,63.75,20.532812118530273
2006-04-20,90.40093231201172,47.53428649902344,44.2800178527832,60.959999084472656,20.29497718811035
2006-04-21,90.41468048095703,47.63432693481445,44.53739547729492,63.20000076293945,20.723073959350586
2006-04-24,90.24925994873047,47.693260192871094,44.71591567993164,61.650001525878906,20.31083869934082
2006-04-25,89.87699127197266,47.39297866821289,44.18547821044922,62.779998779296875,20.374256134033203
2006-04-26,89.8976821899414,47.369384765625,44.11193084716797,63.650001525878906,20.29497718811035
2006-04-27,90.33200073242188,47.498939514160156,44.1696891784668,62.959999084472656,19.97787094116211
2006-04-28,90.63532257080078,47.58136749267578,44.201236724853516,65.08999633789062,20.31083869934082
2006-05-01,89.8976821899414,47.3237190246582,43.86906433105469,65.16000366210938,20.532812118530273
2006-05-02,90.57328033447266,47.4005241394043,43.98501205444336,66.55000305175781,20.770641326904297
2006-05-03,90.23546600341797,47.3355598449707,43.8901252746582,66.45999908447266,20.398038864135742
2006-05-04,90.5594711303711,47.305992126464844,43.81629180908203,67.4800033569336,20.152280807495117
2006-05-05,91.35917663574219,47.418296813964844,44.079978942871094,67.98999786376953,20.374256134033203
2006-05-08,91.2489013671875,47.441898345947266,44.106319427490234,67.55999755859375,20.318761825561523
2006-05-09,91.4281234741211,47.4241828918457,44.079978942871094,69.68000030517578,20.635875701904297
2006-05-10,91.3798599243164,47.44783401489258,44.15904998779297,70.37999725341797,21.151172637939453
2006-05-11,90.2768325805664,47.365081787109375,43.94286346435547,71.02999877929688,21.357295989990234
2006-05-12,89.09797668457031,47.18778991699219,43.579036712646484,71.12000274658203,21.285947799682617
2006-05-15,89.27719116210938,47.288265228271484,43.753047943115234,67.41000366210938,20.564523696899414
2006-05-16,89.14623260498047,47.46552658081055,44.079978942871094,68.61000061035156,20.627944946289062
2006-05-17,87.4502944946289,47.32959747314453,43.8057861328125,68.1500015258789,20.596233367919922
2006-05-18,87.00910186767578,47.666473388671875,44.401615142822266,67.45999908447266,20.604162216186523
2006-05-19,87.62262725830078,47.63691711425781,44.51762008666992,65.58000183105469,20.152280807495117
2006-05-22,86.9539566040039,47.70195770263672,44.612491607666016,65.30000305175781,20.31083869934082
2006-05-23,86.29212188720703,47.6842041015625,44.58612823486328,66.37999725341797,20.627944946289062
2006-05-24,86.98151397705078,47.755130767822266,44.60725021362305,64.05999755859375,20.10471534729004
2006-05-25,88.05694580078125,47.67829513549805,44.43321228027344,64.69999694824219,20.453533172607422
2006-05-26,88.5051040649414,47.719669342041016,44.401615142822266,65.0999984741211,20.651723861694336
2006-05-30,86.93325805664062,47.67829513549805,44.38052749633789,65.11000061035156,20.540739059448242
2006-05-31,87.90531158447266,47.530548095703125,44.11687088012695,64.2300033569336,20.23155975341797
2006-06-01,88.74637603759766,47.61003494262695,44.31374740600586,62.560001373291016,19.985795974731445
2006-06-02,88.93253326416016,47.97777557373047,44.885528564453125,63.5,20.382186889648438
2006-06-05,87.63645935058594,47.88286590576172,44.82732009887695,63.290000915527344,20.32668685913086
2006-06-06,87.4227294921875,47.924400329589844,45.039024353027344,62.54999923706055,20.152280807495117
2006-06-07,86.76779174804688,47.859127044677734,45.049644470214844,62.279998779296875,20.01750946044922
2006-06-08,86.69194793701172,47.924400329589844,45.13959884643555,60.90999984741211,19.8034610748291
2006-06-09,86.41621398925781,48.043006896972656,45.37782669067383,60.45000076293945,19.835172653198242
2006-06-12,85.47863006591797,48.019287109375,45.414894104003906,60.029998779296875,19.59733772277832
2006-06-13,84.48589324951172,48.08451843261719,45.4466438293457,55.91999816894531,19.066184997558594
2006-06-14,85.14083862304688,47.76425552368164,44.99139404296875,55.619998931884766,19.05825424194336
2006-06-15,86.94703674316406,47.65747833251953,44.73201370239258,57.31999969482422,19.264373779296875
2006-06-16,86.31343078613281,47.627830505371094,44.631404876708984,57.68000030517578,19.304014205932617
2006-06-19,85.63484954833984,47.57444381713867,44.56792449951172,56.36000061035156,18.947265625
2006-06-20,85.92568969726562,47.538856506347656,44.493770599365234,57.29999923706055,19.10582160949707
2006-06-21,86.5627212524414,47.53293991088867,44.504337310791016,58.33000183105469,19.383291244506836
2006-06-22,86.18190002441406,47.37870788574219,44.2502555847168,57.72999954223633,19.375364303588867
2006-06-23,86.1680679321289,47.33719253540039,44.16027069091797,57.9900016784668,19.335723876953125
2006-06-26,86.54887390136719,47.30753707885742,44.07558822631836,58.279998779296875,19.549774169921875
2006-06-27,85.80104064941406,47.43209457397461,44.29261779785156,57.68000030517578,19.621122360229492
2006-06-28,86.38270568847656,47.27787399291992,44.0596809387207,57.540000915527344,19.541845321655273
2006-06-29,88.12770080566406,47.4736328125,44.207916259765625,59.52000045776367,19.969942092895508
2006-06-30,88.13462829589844,47.63969421386719,44.6367073059082,61.22999954223633,20.057146072387695
2006-07-03,88.49468231201172,47.61703872680664,44.59260177612305,62.18000030517578,20.588300704956055
2006-07-05,87.98917388916016,47.44435501098633,44.23652648925781,62.5,20.429750442504883
2006-07-06,88.24536895751953,47.59321975708008,44.507568359375,63.02000045776367,20.564523696899414
2006-07-07,87.670654296875,47.74213409423828,44.794532775878906,62.630001068115234,20.413896560668945
2006-07-10,87.83683013916016,47.7778434753418,44.837039947509766,62.02000045776367,20.271196365356445
2006-07-11,88.22460174560547,47.83142852783203,44.98054885864258,63.810001373291016,20.715150833129883
2006-07-12,87.28288269042969,47.87310791015625,44.99117660522461,64.91999816894531,20.9212703704834
2006-07-13,85.86336517333984,47.98029327392578,45.16655731201172,65.55000305175781,20.913339614868164
2006-07-14,85.53097534179688,48.0159797668457,45.19313049316406,65.8499984741211,21.008474349975586
2006-07-17,85.4063491821289,47.97429275512695,45.26219177246094,63.95000076293945,20.532812118530273
2006-07-18,85.84259796142578,47.78971481323242,44.87425231933594,62.900001525878906,20.40596580505371
2006-07-19,87.03363037109375,48.093379974365234,45.29938888549805,64.02999877929688,20.47731590270996
2006-07-20,86.4381103515625,48.19462203979492,45.4322395324707,62.540000915527344,20.263267517089844
2006-07-21,85.82872009277344,48.16486740112305,45.347225189208984,61.709999084472656,20.207773208618164
2006-07-24,87.3936767578125,48.16486740112305,45.32062911987305,61.13999938964844,20.29497718811035
2006-07-25,87.70526885986328,48.1171989440918,45.18782043457031,61.54999923706055,20.120569229125977
2006-07-26,87.822998046875,48.23631286621094,45.35254669189453,62.0,19.985795974731445
2006-07-27,87.7398681640625,48.230369567871094,45.283477783203125,62.900001525878906,20.374256134033203
2006-07-28,88.61934661865234,48.36134719848633,45.543880462646484,63.11000061035156,20.302907943725586
2006-07-31,88.5292739868164,48.43877410888672,45.60231399536133,63.15999984741211,20.501102447509766
2006-08-01,88.09302520751953,48.450096130371094,45.59806442260742,64.31999969482422,20.596233367919922
2006-08-02,88.68852996826172,48.491973876953125,45.76877212524414,64.75,20.873703002929688
2006-08-03,88.92399597167969,48.503910064697266,45.779483795166016,64.12000274658203,20.67551040649414
2006-08-04,88.7716293334961,48.74302673339844,46.056907653808594,64.27999877929688,20.651723861694336
2006-08-07,88.56389617919922,48.677310943603516,46.083553314208984,64.5,20.976762771606445
2006-08-08,88.22460174560547,48.683250427246094,45.98220443725586,63.970001220703125,20.683439254760742
2006-08-09,87.92683410644531,48.65935516357422,45.83280563354492,64.62999725341797,20.715150833129883
2006-08-10,88.19691467285156,48.67133331298828,45.76348114013672,63.25,20.445608139038086
2006-08-11,87.9476547241211,48.51585006713867,45.56605529785156,62.709999084472656,20.24741554260254
2006-08-14,88.01689910888672,48.43218994140625,45.485984802246094,62.25,20.057146072387695
2006-08-15,89.06940460205078,48.66533660888672,45.870147705078125,62.0099983215332,20.0888614654541
2006-08-16,89.810302734375,48.86857223510742,46.179649353027344,62.4900016784668,19.87480926513672
2006-08-17,90.0387954711914,48.856590270996094,46.16361618041992,61.029998779296875,19.565628051757812
2006-08-18,90.4958267211914,48.988128662109375,46.297027587890625,61.040000915527344,19.66868782043457
2006-08-21,90.10803985595703,49.04789352416992,46.46242904663086,62.439998626708984,19.82724380493164
2006-08-22,90.10111999511719,49.06585693359375,46.47842788696289,62.04999923706055,19.795534133911133
2006-08-23,89.85186004638672,49.01801300048828,46.499752044677734,61.83000183105469,19.58940887451172
2006-08-24,89.77570343017578,49.06585693359375,46.58511734008789,61.75,19.87480926513672
2006-08-25,89.8864974975586,49.131591796875,46.65447235107422,61.77000045776367,19.86688232421875
2006-08-28,90.31578826904297,49.125606536865234,46.697181701660156,61.0,19.557701110839844
2006-08-29,90.41969299316406,49.16743469238281,46.7612190246582,60.939998626708984,19.525989532470703
2006-08-30,90.47505187988281,49.227237701416016,46.88393783569336,61.41999816894531,19.819316864013672
2006-08-31,90.46117401123047,49.292999267578125,46.996002197265625,62.290000915527344,19.819316864013672
2006-09-01,91.00131225585938,49.36619186401367,47.01207733154297,62.13999938964844,19.779680252075195
2006-09-05,91.17445373535156,49.204185485839844,46.717437744140625,63.36000061035156,19.747966766357422
2006-09-06,90.3711929321289,49.168182373046875,46.65312957763672,62.86000061035156,19.64490509033203
2006-09-07,89.95574188232422,49.204185485839844,46.74421310424805,61.25,19.581485748291016
2006-09-08,90.21194458007812,49.252193450927734,46.781707763671875,60.63999938964844,19.422931671142578
2006-09-11,90.30194854736328,49.16217803955078,46.73884201049805,58.5,18.97104835510254
2006-09-12,91.18826293945312,49.30017852783203,46.97459030151367,58.31999969482422,18.669795989990234
2006-09-13,91.55525207519531,49.348175048828125,46.996009826660156,58.619998931884766,18.622230529785156
2006-09-14,91.56219482421875,49.252193450927734,46.88884353637695,57.189998626708984,18.511241912841797
2006-09-15,91.77711486816406,49.22221374511719,46.85132598876953,57.400001525878906,18.45574951171875
2006-09-18,91.90226745605469,49.15016174316406,46.776371002197266,58.22999954223633,18.677722930908203
2006-09-19,91.67279052734375,49.44419479370117,47.30131530761719,56.91999816894531,18.400253295898438
2006-09-20,92.15960693359375,49.45621871948242,47.37096405029297,57.2599983215332,18.28926658630371
2006-09-21,91.71451568603516,49.81025695800781,47.80485153198242,57.95000076293945,18.606372833251953
2006-09-22,91.43632507324219,49.960235595703125,48.04058074951172,58.5,18.39232635498047
2006-09-25,92.13877868652344,50.128238677978516,48.378047943115234,58.5,18.431961059570312
2006-09-26,92.90380096435547,50.00228500366211,48.17450714111328,58.7400016784668,18.511241912841797
2006-09-27,93.01509857177734,49.990211486816406,48.03519821166992,59.810001373291016,18.788713455200195
2006-09-28,92.9803237915039,49.94224166870117,47.9548225402832,59.790000915527344,18.939334869384766
2006-09-29,92.90380096435547,49.888206481933594,47.89593505859375,59.470001220703125,18.986906051635742
2006-10-02,92.55607604980469,49.976173400878906,48.027191162109375,59.150001525878906,18.780786514282227
2006-10-03,92.75079345703125,49.970176696777344,47.96262741088867,57.11000061035156,18.471601486206055
2006-10-04,93.83573913574219,50.19905090332031,48.31224822998047,56.369998931884766,18.606372833251953
2006-10-05,94.01657104492188,50.02436447143555,47.973388671875,56.91999816894531,18.70943832397461
2006-10-06,93.89834594726562,49.75331115722656,47.47322463989258,56.9900016784668,18.780786514282227
2006-10-09,93.95399475097656,49.81357192993164,47.602272033691406,57.20000076293945,19.304014205932617
2006-10-10,94.07918548583984,49.51239013671875,47.22578811645508,57.0,18.788713455200195
2006-10-11,93.9678955078125,49.452144622802734,47.08601760864258,56.880001068115234,18.535024642944336
2006-10-12,94.7816390991211,49.482276916503906,47.11286926269531,57.4900016784668,18.74114418029785
2006-10-13,95.02503204345703,49.397926330566406,46.876243591308594,58.56999969482422,19.14546012878418
2006-10-16,95.17111206054688,49.482276916503906,47.08601760864258,59.16999816894531,19.31194305419922
2006-10-17,94.87203216552734,49.536468505859375,47.12366485595703,58.650001525878906,19.327796936035156
2006-10-18,94.99726867675781,49.524410247802734,47.2204704284668,58.59000015258789,19.01861572265625
2006-10-19,95.1502685546875,49.482276916503906,47.134395599365234,59.40999984741211,19.335723876953125
2006-10-20,95.17111206054688,49.470191955566406,47.08601760864258,58.779998779296875,19.066184997558594
2006-10-23,95.60923767089844,49.3316535949707,46.89773941040039,57.7599983215332,19.10582160949707
2006-10-24,95.8944320678711,49.397926330566406,46.89773941040039,58.16999816894531,19.24059295654297
2006-10-25,96.22135162353516,49.57862091064453,47.26885223388672,58.7599983215332,19.581485748291016
2006-10-26,96.5203857421875,49.74729919433594,47.575416564941406,59.290000915527344,19.446712493896484
2006-10-27,95.9153060913086,49.90990447998047,47.7958984375,59.400001525878906,19.502206802368164
2006-10-30,95.84573364257812,49.93400192260742,47.93036651611328,59.900001525878906,19.296085357666016
2006-10-31,95.83177947998047,50.156890869140625,48.30144119262695,60.2400016784668,19.177173614501953
2006-11-01,95.1850357055664,50.331024169921875,48.56869888305664,61.36000061035156,19.422931671142578
2006-11-02,95.1293716430664,50.19194793701172,48.36893844604492,61.91999816894531,19.280231475830078
2006-11-03,94.96246337890625,49.8110466003418,47.79668045043945,62.29999923706055,19.518062591552734
2006-11-06,96.03350067138672,49.85941696166992,47.93700408935547,61.88999938964844,19.85895347595215
2006-11-07,96.40210723876953,50.02873992919922,48.15835952758789,62.040000915527344,19.811384201049805
2006-11-08,96.61077117919922,50.13755798339844,48.33114242553711,61.11000061035156,19.7876033782959
2006-11-09,96.10308837890625,50.13148498535156,48.30411911010742,62.95000076293945,20.04922103881836
2006-11-10,96.14478302001953,50.24029541015625,48.51470947265625,62.4900016784668,19.629051208496094
2006-11-13,96.3812255859375,50.21615219116211,48.50390625,62.189998626708984,19.486351013183594
2006-11-14,97.10456848144531,50.318912506103516,48.6928825378418,61.630001068115234,19.541845321655273
2006-11-15,97.38277435302734,50.179832458496094,48.509315490722656,61.84000015258789,19.692474365234375
2006-11-16,97.63317108154297,50.05292510986328,48.2879524230957,61.310001373291016,19.200950622558594
2006-11-17,97.66095733642578,50.2342643737793,48.56328582763672,61.779998779296875,19.43878746032715
2006-11-20,97.71658325195312,50.26448059082031,48.63892364501953,61.77000045776367,19.367435455322266
2006-11-21,97.81394958496094,50.337039947509766,48.75764465332031,62.27000045776367,19.549774169921875
2006-11-22,98.00871276855469,50.415679931640625,48.8386344909668,62.5,19.621122360229492
2006-11-24,97.6123046875,50.470027923583984,48.925018310546875,63.5,19.890666961669922
2006-11-27,96.27001190185547,50.51841735839844,49.10319519042969,63.70000076293945,19.94615936279297
2006-11-28,96.68728637695312,50.60909652709961,49.20580291748047,63.56999969482422,20.00165557861328
2006-11-29,97.69574737548828,50.54863739013672,49.09237289428711,63.15999984741211,20.255338668823242
2006-11-30,97.73750305175781,50.814674377441406,49.41632080078125,64.38999938964844,20.43767738342285
2006-12-01,97.52188873291016,50.93238067626953,49.54206085205078,64.12000274658203,20.429750442504883
2006-12-04,98.26604461669922,50.92631912231445,49.6287727355957,64.12000274658203,20.334617614746094
2006-12-05,98.69031524658203,50.85955810546875,49.39574432373047,63.810001373291016,20.398038864135742
2006-12-06,98.60681915283203,50.78067398071289,49.298221588134766,62.689998626708984,20.128496170043945
2006-12-07,98.17562866210938,50.76245880126953,49.26026916503906,62.72999954223633,20.057146072387695
2006-12-08,98.3564682006836,50.531890869140625,48.90258026123047,62.04999923706055,19.898591995239258
2006-12-11,98.6415786743164,50.6896858215332,49.113956451416016,62.56999969482422,19.9303035736084
2006-12-12,98.56513214111328,50.78067398071289,49.21691131591797,62.52000045776367,19.898591995239258
2006-12-13,98.66939544677734,50.519798278808594,48.77797317504883,62.47999954223633,19.90652084350586
2006-12-14,99.5387954711914,50.44086456298828,48.5991325378418,62.119998931884766,20.136425018310547
2006-12-15,99.54785919189453,50.453033447265625,48.626216888427734,61.0,20.23155975341797
2006-12-18,99.27511596679688,50.47728729248047,48.642486572265625,61.040000915527344,19.874195098876953
2006-12-19,99.46397399902344,50.46516799926758,48.57743835449219,61.79999923706055,20.109731674194336
2006-12-20,99.40802764892578,50.453033447265625,48.571998596191406,61.619998931884766,20.150339126586914
2006-12-21,99.0443344116211,50.63505172729492,48.81583023071289,61.380001068115234,19.947290420532227
2006-12-22,98.43589782714844,50.40447235107422,48.44197082519531,61.650001525878906,20.101606369018555
2006-12-26,99.01637268066406,50.44086456298828,48.588279724121094,61.97999954223633,19.792978286743164
2006-12-27,99.66680145263672,50.30640411376953,48.23102951049805,62.220001220703125,19.736122131347656
2006-12-28,99.45698547363281,50.19080352783203,48.12229537963867,62.900001525878906,19.88231658935547
2006-12-29,99.0443344116211,50.166439056396484,48.08423614501953,63.209999084472656,19.963537216186523
2007-01-03,98.8695068359375,50.312477111816406,48.42677307128906,62.279998779296875,19.330028533935547
2007-01-04,99.07930755615234,50.49502182006836,48.720420837402344,61.650001525878906,18.826475143432617
2007-01-05,98.2890396118164,50.33079528808594,48.50834274291992,60.16999816894531,18.761503219604492
2007-01-08,98.74362182617188,50.367225646972656,48.59532165527344,60.47999954223633,18.85896110534668
2007-01-09,98.65966796875,50.355098724365234,48.59532165527344,60.849998474121094,18.6965274810791
2007-01-10,98.9883804321289,50.269920349121094,48.377838134765625,60.59000015258789,18.42038345336914
2007-01-11,99.42203521728516,50.13602066040039,48.09510803222656,60.630001068115234,18.39601707458496
2007-01-12,100.1773452758789,50.03254699707031,47.87216567993164,62.16999816894531,18.826475143432617
2007-01-16,99.98150634765625,50.12996292114258,47.97549819946289,61.970001220703125,18.39601707458496
2007-01-17,100.02344512939453,50.03254699707031,47.82866668701172,62.63999938964844,18.558454513549805
2007-01-18,99.6877670288086,50.09951400756836,47.97549819946289,62.2599983215332,18.3635311126709
2007-01-19,99.88359069824219,50.020408630371094,47.84498977661133,63.0,18.639673233032227
2007-01-22,99.57585144042969,50.11166000366211,47.959144592285156,62.720001220703125,18.655916213989258
2007-01-23,99.86956787109375,49.96564483642578,47.6437873840332,64.2300033569336,19.248815536499023
2007-01-24,100.67383575439453,49.971736907958984,47.638328552246094,64.33000183105469,19.086374282836914
2007-01-25,99.49195098876953,49.777008056640625,47.29574966430664,64.05999755859375,18.915817260742188
2007-01-26,99.40104675292969,49.77092742919922,47.257720947265625,64.16999816894531,19.151351928710938
2007-01-29,99.34504699707031,49.73434829711914,47.154396057128906,63.77000045776367,18.761503219604492
2007-01-30,99.86263275146484,49.78307342529297,47.20882034301758,64.22000122070312,19.281299591064453
2007-01-31,100.53397369384766,49.96564483642578,47.60577392578125,64.83000183105469,19.484346389770508
2007-02-01,101.13545989990234,49.92961502075195,47.54837417602539,65.22000122070312,19.4112491607666
2007-02-02,101.27536010742188,49.97234344482422,47.608436584472656,64.27999877929688,19.66302490234375
2007-02-05,101.30331420898438,50.02729415893555,47.674015045166016,64.30999755859375,19.598052978515625
2007-02-06,101.33126831054688,50.167816162109375,47.93602752685547,64.79000091552734,19.50058937072754
2007-02-07,101.5550765991211,50.277748107910156,48.07797622680664,64.62999725341797,19.265056610107422
2007-02-08,101.42218780517578,50.28997802734375,48.11617660522461,65.5199966430664,19.711759567260742
2007-02-09,100.66685485839844,50.137325286865234,47.84318542480469,66.12000274658203,19.833589553833008
2007-02-12,100.32418823242188,50.070098876953125,47.73401641845703,65.66999816894531,19.45998191833496
2007-02-13,101.1704330444336,50.033447265625,47.630279541015625,65.83999633789062,19.817344665527344
2007-02-14,101.83480834960938,50.320560455322266,48.083438873291016,66.37000274658203,19.549320220947266
2007-02-15,101.96766662597656,50.39997100830078,48.225399017333984,66.41000366210938,19.549320220947266
2007-02-16,101.91871643066406,50.45491409301758,48.394622802734375,66.36000061035156,19.89044189453125
2007-02-20,102.1355209350586,50.51599884033203,48.503822326660156,65.30999755859375,19.67115020751953
2007-02-21,102.09355926513672,50.50991439819336,48.42195129394531,67.3499984741211,20.09348487854004
2007-02-22,102.01660919189453,50.38162612915039,48.15988540649414,67.1500015258789,20.36962890625
2007-02-23,101.61798858642578,50.58314895629883,48.503822326660156,67.72000122070312,20.49957847595215
2007-02-26,101.5271224975586,50.74201965332031,48.825958251953125,68.0999984741211,20.556434631347656
2007-02-27,97.5616683959961,51.1695556640625,49.44288635253906,65.41000366210938,20.166582107543945
2007-02-28,98.56172943115234,50.992454528808594,49.21903991699219,66.4800033569336,20.4752140045166
2007-03-01,98.26806640625,51.03839874267578,49.18783950805664,65.81999969482422,20.329023361206055
2007-03-02,96.9811782836914,51.20389938354492,49.43449020385742,63.709999084472656,20.142215728759766
2007-03-05,96.05802917480469,51.23452377319336,49.51665115356445,62.93000030517578,19.841711044311523
2007-03-06,97.7015609741211,51.1671028137207,49.368648529052734,64.1500015258789,20.02850914001465
2007-03-07,97.60363006591797,51.259071350097656,49.56049346923828,64.30000305175781,20.304658889770508
2007-03-08,98.42888641357422,51.2529182434082,49.51665115356445,64.4800033569336,20.33714485168457
2007-03-09,98.45686340332031,50.96489715576172,48.99598693847656,64.25,20.069120407104492
2007-03-12,98.60371398925781,51.105812072753906,49.18783950805664,64.37000274658203,19.88231658935547
2007-03-13,96.68744659423828,51.33255386352539,49.48377990722656,63.720001220703125,19.728002548217773
2007-03-14,97.4078140258789,51.26515197753906,49.259071350097656,63.939998626708984,19.76861000061035
2007-03-15,97.54069519042969,51.210025787353516,49.253578186035156,63.97999954223633,19.646785736083984
2007-03-16,97.267578125,51.20389938354492,49.24264144897461,64.62000274658203,19.695514678955078
2007-03-19,98.44012451171875,51.136444091796875,49.13848876953125,64.73999786376953,19.792978286743164
2007-03-20,98.98078918457031,51.210025787353516,49.1658935546875,65.2699966430664,19.817344665527344
2007-03-21,100.60975646972656,51.28354263305664,49.18783950805664,65.81999969482422,19.849830627441406
2007-03-22,100.53253173828125,51.1119270324707,48.798683166503906,65.76000213623047,20.17470359802246
2007-03-23,100.67996215820312,51.03230667114258,48.661678314208984,65.1500015258789,20.18282699584961
2007-03-26,100.54653930664062,51.075199127197266,48.721981048583984,65.83999633789062,20.272167205810547
2007-03-27,100.30784606933594,51.062950134277344,48.6397705078125,65.69999694824219,20.329023361206055
2007-03-28,99.57764434814453,51.056785583496094,48.541141510009766,66.05000305175781,20.523950576782227
2007-03-29,99.68293762207031,50.9832763671875,48.4753532409668,65.6500015258789,20.921916961669922
2007-03-30,99.70398712158203,50.922000885009766,48.382164001464844,65.73999786376953,20.613285064697266
2007-04-02,99.81636047363281,50.9785270690918,48.46248245239258,65.8499984741211,20.41023826599121
2007-04-03,100.89060974121094,50.93549346923828,48.402000427246094,65.83000183105469,20.329023361206055
2007-04-04,101.0029525756836,51.0155029296875,48.45149230957031,66.80999755859375,20.556434631347656
2007-04-05,101.27677154541016,50.886287689208984,48.26995086669922,66.86000061035156,20.5970458984375
2007-04-09,101.41724395751953,50.65251922607422,47.950904846191406,66.52999877929688,20.38587188720703
2007-04-10,101.53654479980469,50.75709533691406,48.09391784667969,67.16000366210938,20.670141220092773
2007-04-11,101.12232971191406,50.69559860229492,48.06094741821289,67.08000183105469,20.63765525817871
2007-04-12,101.57170104980469,50.74474334716797,48.07191467285156,66.98999786376953,20.759479522705078
2007-04-13,102.03510284423828,50.658668518066406,47.92341995239258,67.83999633789062,20.87318229675293
2007-04-16,103.0040283203125,50.714019775390625,48.187442779541016,68.4000015258789,20.71074867248535
